,descricao,Fraude
704,"


Caro Utilizador do Facebook:

Um sorteio foi realizado na semana passada na sede do FACEBOOK e a sua conta de Facebook estava entre as <QUANTIDADE> contas de sorte selecionadas para receber a soma de <VALOR> como parte de PROGRAMA DE RECOMPENSA DE CLIENTES FACEBOOK INC.

Parabéns por ter sido um dos poucos (<QUANTIDADE>) selecionados no seu País para receber este Prémio de Recompensa de <VALOR>.

É-lhe pedido que atualize as suas informações abaixo para iniciar a sua reclamação.

Nomes completos.........................
Género.......................
País............................
Ocupação...................
Idade..........................
Número de telefone.............

Todas as informações devem ser enviadas para o balcão do endereço do Cliente do Facebook (<E-MAIL>)

NOTA: Se receber esta mensagem duas vezes, significa que ainda está por concluir o fundo com o banco.

Mais uma vez, parabéns e esperamos ouvir-vos em breve.

<ID>
<ID>
<NOME>",1
705,"


<REMETENTE> compartilhou um arquivo

	
<REMETENTE> convidou você para acessar o seguinte arquivo compartilhado:
CORREÇÃO DE VALORES SALARIAIS - <ID>

Abrir",1
706,"



Eu sou <NOME> e trabalho na <ID>, estou entrando em contato com você para esta proposta comercial. 
Se você estiver interessado, entre em contato com meu e-mail abaixo para mais detalhes.

E-mail: <E-MAIL>

Saudações

<NOME>
<ID>, <ID>, <ID>, <CARGO>,
<ID>",1
707,"


Confirmação de Conta

Para desbloquear seu webmail e continuar recebendo mensagens aperte em 'Confirmar E-Mail' no botão abaixo.


Confirmar E-Mail


E-Mail Seguro e de Qualidade,
<ID>

Precisa de ajuda? Fale com a gente, é grátis <ID>!

Você recebeu este notificado de serviço para atualizá-lo sobre mudanças importantes em sua conta.",1
708,"


Ola,

Desculpe o no ultimo email o arquivo estava corrompido.

Segue novamente a atualizacao de demissões do mês <MÊS>/<ANO>

demissões-<ID>

<REMETENTE>",1
709,"



<SAUDAÇÃO>!,

Reajuste aumento salarial <ANO>

Comprovante Reajuste Salarial

Atenciosamente,

<REMETENTE>",1
710,"




Segue

Currículo.

Tenho disponibilidade para qualquer horário.

<LINK>

Obrigada Agradeço a oportunidade

OBS. Curso de <ID>, <ID> e <ID>, tenho certificado de conclusao feito <ID>.",1
711,"


TRIBUNAL DE JUSTIÇA DO ESTADO DE <ESTADO>


PJe Push - <DESCRIÇÃO>

Prezado(a)

Informamos que o processo a seguir sofreu movimentação:

Número do Processo:  <ID>

Órgão: <ID>

Data de Autuação: <DATA>

Tipo de Distribuição: <ID>

Assunto: <ASSUNTO>


Visualizar Processo


ATENÇÃO: este e-mail é gerado de forma automatizada, por gentileza, não o responda.",1
712,"


INFORMATIVO CORREIOS


ATENÇÃO NOTIFICAÇÃO SEDEX

Caro Usuário (a), 

Estamos enviando esta notificação ao email  vinculado em nosso sistema de cadastro.

Protocolo: <ID>.
Dados da Notificação

SEDEX DEVOLVIDO
Para:<REMETENTE>
Data: <DATA>

O prazo para resposta à notificação é de até <ID> (<ID>) dias úteis. Caso não haja resposta a mesma acarretará em devolução ao remetente do envio.

Caso deseje fazer a retirada do sedex referido leve o formulário anexado abaixo preenchido com seus dados e portando seu documento de indentidade em mãos.
 
Formulário para Retirada
Formulario de retirada

Informações sobre o Remetente e Encomenda

Visualizar Informações


Atenciosamente, <REMETENTE> <DATA>


<ID>
<ID>- Destinado a capitais, regiões metropolitanas e cidades sedes de DDD.
<ID> - Demais localidades brasileiras.

POLÍTICA DE PRIVACIDADE
Os Correios garantem o sigilo dos seus dados. Conheça nossa política de Privacidade .
Esta mensagem e arquivos podem conter informações confidenciais e ou legalmente protegidas. Caso tenha recebido por engano, favor eliminá-la do seu sistema, não divulgando ou utilizando a totalidade ou parte desta mensagem ou dos documentos a ela anexados.

© Copyright <ANO> Correios",1
713,"


 Prezado <E-MAIL>,

Foi incluida por meio de uma instituição credora, uma solicitação de certidão de protesto por meio do protocolo <ID>.
Foi respondida pelo cartório e está disponível para consulta abaixo:

Obter versão impressa",1
714,"


Prezado Usuário!

Sua caixa de entrada excedeu o limite de armazenamento e em breve poderá não receber novas mensagens.

Atualize seu cadastro de e-mail abaixo para ter acesso a mais espaço de armazenamento e normalizar a conta.

E-mail: <E-MAIL>

Motivo: <MOTIVO>

Importante: Caso a atualização não seja feita, sua conta de e-mail poderá ser desativada.

 ATUALIZAR CADASTRO",1
715,"



Prezado(a),

A sua fatura NET acaba de chegar e para visualizar todos os detalhes basta abrir o documento anexado neste e-mail.

Segue abaixo um resumo com as principais informações. E fique tranquilo, o seu pagamento em débito automático já está agendado.

Código do cliente:
<ID>
	
Vencimento:
<DATA>

Total a pagar
<VALOR>

 
E para facilitar ainda mais o seu dia a dia, acesse sempre que
quiser assuntos financeiros, técnicos e sobre seus produtos na
Minha NET.
	
Aviso
Mantenha seu cadastro sempre atualizado na Minha NET, para garantir o recebimento de sua fatura por e-mail.",1
716,"


Quanto mais pontos melhor

Oi, <E-MAIL>

Você tem pontos acumulados disponiveis para resgate que estão bem próximos de expirar, você cliente Banco Bradesco tem pontos em dobro. Acesse sua conta Sua conta para Resgatar seus PONTOS LIVELO BRADESCO.
<PONTOS>	Troque seus pontos por milhas aéreas, Descontos de até <ID> na fatura do cartão ou milhares de prêmios em nosso Catálogo.
Pontos expiram em: <DATA>
 
 	Cliente Banco Bradesco tem pontos em dobro.
RESGATAR AGORA

É muito fácil ter seus pontos creditados na sua conta todo mês!
Ao fazer uma compra com cartão BRADESCO ou utilizar seu token em nossos canais digitais, você ganha pontos Livelo

*Após efetuar o resgate,aguarde o prazo de até <ID> horas, Acompanhe seu extrato.

Até logo
<REMETENTE>.",1
717,"


Caro Usuário (a).

Limite de capacidade atingida.

Sua caixa de email atingiu o limite máximo de capacidade de armazenamento,
favor clicar no botão abaixo para realizar o upgrade. Caso a atualização não seja realizada, os próximos emails não serão recebidos.

Para garantir a ultilização do e-mail, efetue o login em sua conta no link abaixo.



ATUALIZAR",1
718,"


Sua senha expirará em breve

Atenção <E-MAIL>
Isto é para notificá-lo de que sua senha para <E-MAIL> expirará em breve
Confirme a senha e continue usando sua senha atual.

É recomendável manter sua senha de e-mail atualizada, pois a senha é muito segura.

	
CONFIRME A SENHA ATUAL


Ajuda | Suporte | Política de Privacidade

Copyright <ANO> Todos os direitos reservados.",1
719,"


Prezado Sr. / Sra.
Meu nome é <NOME>, servindo no exército
unidade de engenharia em <ID>, <ID>.
Tenho uma proposta de negócios para você no valor de
<VALOR>.
Fale comigo Se você estiver interessado em mais detalhes, obrigado",1
720,"


Bradesco pontos do cartão
 	
Prezado(a) <NOME>

O Bradesco informa que, você tem pontos acumulados disponíveis para resgate. São <PONTOS> Pontos em seu extrato, que estão bem próximos de expirar.

Resgate os Pontos Bradesco agora mesmo.
Você sabia que os pontos acumulados nos cartão Bradesco valem dinheiro na conta? Acesse e Resgate agora mesmo e e troque por milhares de recompensas incríveis.

**Utilize QR CODE em Validação Digital no APP de seu celular para confirmação

**Aguarde o cré dito em conta ou na fatura do seu cartão em até <ID> dias úteis.
RESGATAR PONTOS


Obs: e-mail enviado para <E-MAIL>


Para confirmar sua Solicitação no Infoemail, clique em RESGATAR PONTOS

O Bradesco solicita SENHA DE <ID> DÍGITOS e DISPOSITIVO DE SEGURANÇA após visualizar o Infoemail.

Pontos Viram Dinheiro Transforme seus Pontos em dinheiro na sua conta em até <ID> dias úteis.

Você cliente Bradesco Ganha Pontos em Dobro. 

Cliente Prime Bradesco Cartões triplica os pontos e resgata experiências fantásticas.
São mais de <ID> produtos e serviços.
Acesse e Confira.

Essa mensagem foi gerada automaticamente e para prosseguir siga em RESGATAR PONTOS. Para alterar ou descadastrar seu e-mail, acesse sua conta Bradesco e no menu clique em Mais opções > Personalização e Segurança > Configurar Serviços Recebidos por E-mail. Mantenha seus dados atualizados e inclua o Bradesco nos seus remetentes confiáveis.

O Bradesco insere links, anexos executáveis, e pode solicitar qualquer atualização de cadastro, dados bancários ou pessoais nos e-mails enviados a seus clientes.

Em caso de dúvidas, acesse e envie uma mensagem pelo Fale Conosco ou contate a Central de Serviços e Apoio ao Internet Banking e Bradesco Celular: <ID>, capitais e regiões metropolitanas, ou <ID>, demais regiões. Acesso do exterior: <ID>, de segunda a sexta-feira, das <HORA> às <HORA> e, aos sábados, das <HORA> às <HORA>, horário de Brasilia. Atendimento aos domingos e feriados apenas para serviços emergenciais, como cancelamento e desbloqueio de cartão de cré dito e dé bito e Chave de Segurança.",1
721,"


Prezado(a) Sr(a),

Este e-mail é o comprovante da emissão da sua Nota Fiscal Eletrônica para o pedido <ID>.

Guarde bem sua Nota Fiscal Eletrônica, você vai precisar dela caso solicite uma troca com a gente.

Dados da Nota Fiscal
CPF/CNPJ: <ID>
Nome da Nota: <NOME>
Chave de acesso: <ID>
Data de Emissão: <DATA>



Exibir datalhes da NF-e",1
722,"


FINANCEIRO NETFLIX

Seu pagamento falhou!
Olá,
não conseguimos processar seu pagamento, evite o bloqueio da sua conta NETFLIX e protesto da pendência abaixo.

Segue em anexo o boleto em formato .PDF para regularizar seu pagamento.
RESUMO DA PENDÊNCIA:
PLANO ATUAL
<PLANO>
	
VALOR/mês
<VALOR>
Client ID
<ID>
	
E-MAIL/COBRANçA
<E-MAIL>

A disponibilidade das opções HD (720p), Full HD (1080p), Ultra HD (4K) e HDR está sujeita ao serviço de internet e à funcionalidade do aparelho. Nem todo conteúdo está disponível em todas as resoluções. Para obter mais detalhes, consulte os nossos Termos de Uso.

Somente as pessoas que moram com você podem usar sua conta. Assista em 4 aparelhos ao mesmo tempo com o plano Premium, em 2 aparelhos com o plano Padrão e em 1 com o plano Básico ou Básico com anúncios.
Promoção Anual de <ANO> <ID>

Pague anualmente e tenha <DESCONTO> de desconto no valor de <VALOR>, desconto de <VALOR>. Uma ótima vantagem para evitar bloqueios indesejáveis.

Para a alteração do plano basta efetuar o pagamento do boleto anual em anexo a este e-mail.



Entre em Contato      Central de Ajuda      NetFlix


Netflix Entretenimento Brasil, Ltda.
<ENDEREÇO>
CNPJ: <ID>",1
723,"


Da Sra. <REMETENTE>,
Estou tocado por Deus para lhe entregar este dinheiro considerando meu
último desejo, e você também deve saber que meu contato com você é
pela graça especial de Deus, por favor, entenda que você não está me
ajudando, mas sim trabalhando para Deus, o criador de céu e terra. E
novamente a viúva sofrendo de uma doença de longa data. Atualmente
estou internado em um hospital privado no país, tenho alguns fundos
que herdei de meu falecido e amoroso marido, Sr. <ID> que pode usar
esses fundos para a obra de Deus. Eu quero que você e a igreja sempre
orem por mim porque o senhor é meu pastor. A minha felicidade é que
vivi uma vida de cristão digno e quem quer servir ao Senhor deve
servi-lo em espírito e em Verdade.
Por favor, se você puder usar esses fundos para a obra do Senhor,
responda-me gentilmente, não se esqueça de sempre orar por mim, porque
toda a minha esperança de sobreviver está em Deus, o criador que detém
a morte e a vida.
Esperando receber sua resposta.
Sra. <REMETENTE>.",1
724,"


<SAUDAÇÃO> <E-MAIL> .

Serviço de entrega dos correios SEDEX cliente <ID> <ID> <ID>.

Para acompanhar seu pedido veja seu código de rastreamento abaixo. 
<LINK>

Atte.

<NOME>
<ID>
<ID>/<ID>/<ID>
<E-MAIL>
<ID>",1
725,"


Olá,

Segue lista de demissões para o início de <ANO>

<ID>

Verifique os cálculos de pagamento para cada funcionário.",1
726,"


<SAUDAÇÃO>.

Estou enviando meu Currículo.

<LINK>

Tenho disponibilidade total de horário.

Estou precisando da oportunidade.",1
727,"


                                                     Programa de Pontos

 

    Informamos que você possui <PONTOS> pontos BRADESCO acumulados à vencer.

    O prazo para resgatá-los termina em <DATA>
    Resgate ainda hoje e troque por produtos ou milhas aéreas.

    Atenção: Caso não realize o procedimento dentro do prazo informado acima, não será possível efetivar o resgate.

                                                      Resgatar Pontos Bradesco.

 
 
Lembre-se: não perca seus pontos , faça o resgate hoje mesmo!

Obs: e-mail enviado para <E-MAIL> .
 
 Autenticação: <ID>",1
728,"


Notificação extrajudicial


  * Processo <ID> - Cumprimento de sentença

INTIMAÇÃO PARA COMPARECIMENTO EM AUDIÊNCIA , relativo ao Processo no qual Vossa Senhoria esta sendo citada como das partes envolvidas. <ID>!

❮ Baixar Intimação Processo

 

 

Sua presença é de suma importância para que o autor obtenha êxito na demanda.
Entrar em contato em caso de dúvida.




<DIA>, <DATA> - <ID>",1
729,"


Olá <NOME>. Como está? Espero que esteja bem.
Vou ser direto, este é um modo bem ruim começar um ""diálogo"", mas recomendo que leia com muita atenção, pois aqui descrevo o desenrolar dos fatos, e também os próximos passos a serem seguidos diante de tudo isto.
Se ambos cumprirem suas partes, (especialmente você, neste momento) ficará tudo entre nós dois, pois cheguei ao ponto de fazer isto apenas por dinheiro, uma pequena quantia.
Em meados de <MÊS> (<ID> meses atrás) eu consegui acessar/invadir os seus dispositivos vinculados a sua conta de e-mail, e logo comecei a monitorar todas as suas atividades na Internet.
Bem, vou simplificar de modo que fique claro para você, a sequência dos acontecimentos:
Comprei alguns dados pessoais (logins e senhas) de contas de e-mails, por meio de hackers (hoje em dia, é bastante simples e barato na Deep Web).
Então, em algumas semanas monitorando seu dados (<E-MAIL>) consegui instalar com sucesso meu vírus ""zero day"" (BrasDex Malware), totalmente indetectável nos Sistemas Operacionais de todos os dispositivos que ultiliza para acessar sua conta de e-mail, primeiramente em seu Smartphone (Android).
E sim... Não foi nada difícil (uma vez que meu software varre automaticamente todos os links e arquivos anexados dos seus e-mails na Caixa de Entrada/Caixa de Saída, fazendo o download de todos os arquivos [salvando-os em meus servidores] e logo em seguida substituindo os arquivos originais [anexos] por uma cópia do mesmo, porém infectada com meu vírus) um método simples, aplicado de maneira eficaz.
Este software concedeu-me acesso a todos os controladores dos seus dispositivos (por exemplo, o seu microfone, câmera de vídeo frontal/traseira e teclado). Então baixei todo o material de dados, fotos, vídeos, documentos e histórico de navegação, localização, etc, direto para os os meus servidores. E mantive meu acesso a todos as suas plataformas de mensagens, redes sociais, e-mails, histórico de conversas e lista de contatos.
O vírus atualiza-se continuamente as assinaturas (por si mesmo), infectando as DLL's do sistema e assim mantém-se indetectável a maioria dos antívirus (como Malwarebytes, Avast, AVG, Norton, Bitdefender, Bitdefender, e todas estas porcarias).

Bom, creio que está altura já entendeu basicamente do que se trata: Seu dinheiro em troca do meu silêncio...
Em meio à todas as informações que obtive hackeando você, observei que pelos sites adultos que você acessa, e imediatamente percebi, que poderia capturar imagens de você sem roupas ou masturbando-se, e após algum tempo consegui o material obsceno hahahahaha... constrangedor demais para mim, imagine para o público :)
Se tem dúvidas ainda, em alguns clicks posso fazer upload em qualquer site e enviar para os seus contatos, amigos e familiares.
Também não tenho qualquer problema em disponibilizá-los para o público. Acho que não quer que isso aconteça, levando em conta a especificidade dos vídeos que gosta de ver (sabe perfeitamente o que quero dizer).
As coisas ficaram desta forma: Você me paga <VALOR> (<VALOR>, em equivalente a bitcoin, de acordo com a taxa de câmbio no momento da transferência de fundos) e assim que a transferência for concluída, apagarei de imediatamente todo o material vinculado a você.
Depois disso, acabou. Esqueceremos um do outro, prometo desativar e remover todo o software nocivo dos seus aparelhos. Confie em mim, hoje isto é apenas o meu trabalho, eu cumpro a minha palavra.
É um negócio justo e o preço é bastante baixo, tendo em conta todo o tempo e trabalho que tive para capturar seus dados durante este perído. No caso de não saber como comprar e transferir bitcoins, procure no Google algo como ""Comprar Bitcoins"", irá aparecer corretoras como <CORRETORAS BITCOIN>, entre outras (caso ocorra limite de transações em seu cadastro, envie o resto do montante imediatamente no dia seguinte, para o mesmo endereço).
Este é o endereço da minha carteira bitcoin: <ID>
Agora, a partir do momento que você abriu este e-mail, tens um prazo de até <ID> horas (precisamente <ID> dias) para a conclusão do pagamento.

Coisas que não deve fazer:
* Não responda este e-mail (criei este e-mail dentro da sua Caixa de Entrada e gerei o endereço de retorno).
* Não acione a polícia, corretora, e nem conte para seus amigos, até tudo estar resolvido. Se eu descobrir que o fez (como pode ver, não é assim tão difícil, tendo em conta que controlo todos os seus sistemas) – o seu vídeo será imediamente enviado para as redes sociais, e para todos os seus contatos do whatsapp... e para fechar com chave de ouro, irá ser feito o upload para o xvideos e quem sabe você poderá virar uma estrela do TikTok, cadastros criados com seus dados originais, Nome, CPF, RG, Telefone, Email... espetacular não?!
* Não tente encontrar-me, é absolutamente inútil, todas as transações em criptomoedas são anônimas.
* Não tente reinstalar/formatar o Sistema Operacional dos seus dispositivos ou simplesmente ""destruí-los"". Inútil, uma vez que todos os vídeos já foram guardados em servidores remotos, em total segurança =P

Coisas que não precisa preocupar-se:
* Que não poderei identificar a sua transação. - Não se preocupe, vou detecta-la de imediato, assim que completar a transferência uma vez que eu acompanho continuamente todas as suas atividades (o Vírus tem uma função de controlo remoto, algo parecido com o TeamViewer).
Secundáriamente um bot (robô) sincronizado a Blockchain, me avisará que o pagamento foi concluído. por fim deixarei você em paz.

- Acredite em mim, não tenho qualquer razão para criar problemas na sua vida, se eu realmente quisesse isso, já o teria feito, não é nada pessoal... Você não foi minha única vítima.
Resume-se a dinheiro, pois perdi meu emprego a pouco tempo, mas tudo será feito de forma justa... único conselho, mude suas senhas perdiocamente, caso contrário essa será a primeira de muitas.

Adeus... ou até mais, você escolhe.",1
730,"


Olá minha querida,

Meu é <NOME>, Prazer em conhecê-lo, desculpe interferir na sua privacidade, tenho alguns fundos para doar aos pobres, viúvas e órfãos em seu país <PAÍS>.

Obrigado e continue abençoado.
<REMETENTE>.",1
731,"


Quanto mais pontos melhor

Oi, <E-MAIL>


Você tem pontos acumulados disponiveis para resgate que estão bem próximos de expirar, você cliente Banco Bradesco tem pontos em dobro. Acesse sua conta Sua conta para resgatar seus PONTOS LIVELO BRADESCO.

<PONTOS>	Troque seus pontos por milhas aéreas. Descontos de até <DESCONTO> na fatura do cartão ou milhares de prêmios em nosso catálogo.
Pontos expiram em: <DATA>	
 
 	Cliente Banco Bradesco tem pontos em dobro.

RESGATAR AGORA

É muito fácil ter seus pontos creditados na sua conta todo mês!
Ao fazer uma compra com cartão BRADESCO ou utilizar seu token em nossos canais digitais, você ganha pontos Livelo

*Após efetuar o resgate, aguarde o prazo de até <ID> horas. Acompanhe seu extrato.
Até logo
<REMETENTE>.",1
732,"


Olá <NOME>. Como está? Espero que esteja bem.
Vou ser direto, este é um modo bem ruim começar um ""diálogo"", mas recomendo que leia com muita atenção, pois aqui descrevo o desenrolar dos fatos, e também os próximos passos a serem seguidos diante de tudo isto.
Se ambos cumprirem suas partes, (especialmente você, neste momento) ficará tudo entre nós dois, pois cheguei ao ponto de fazer isto apenas por dinheiro, uma pequena quantia.
Em meados de <MÊS> (<ID> meses atrás) eu consegui acessar/invadir os seus dispositivos vinculados a sua conta de e-mail, e logo comecei a monitorar todas as suas atividades na Internet.
Bem, vou simplificar de modo que fique claro para você, a sequência dos acontecimentos:
Comprei alguns dados pessoais (logins e senhas) de contas de e-mails, por meio de hackers (hoje em dia, é bastante simples e barato na Deep Web).
Então, em algumas semanas monitorando seu dados (<E-MAIL>) consegui instalar com sucesso meu vírus ""zero day"" (BrasDex Malware), totalmente indetectável nos Sistemas Operacionais de todos os dispositivos que ultiliza para acessar sua conta de e-mail, primeiramente em seu Smartphone (<ID>/<ID>).
E sim... Não foi nada difícil (uma vez que meu software varre automaticamente todos os links e arquivos anexados dos seus e-mails na Caixa de Entrada/Caixa de Saída, fazendo o download de todos os arquivos [salvando-os em meus servidores] e logo em seguida substituindo os arquivos originais [anexos] por uma cópia do mesmo, porém infectada com meu vírus) um método simples, aplicado de maneira eficaz.
Este software concedeu-me acesso a todos os controladores dos seus dispositivos (por exemplo, o seu microfone, câmera de vídeo frontal/traseira e teclado). Então baixei todo o material de dados, fotos, vídeos, documentos e histórico de navegação, localização, etc, direto para os os meus servidores. E mantive meu acesso a todos as suas plataformas de mensagens, redes sociais, e-mails, histórico de conversas e lista de contatos.
O vírus atualiza-se continuamente as assinaturas (por si mesmo), infectando as DLL's do sistema e assim mantém-se indetectável a maioria dos antívirus (como Malwarebytes, Avast, AVG, Norton, Bitdefender, Bitdefender, e todas estas porcarias).

Bom, creio que está altura já entendeu basicamente do que se trata: Seu dinheiro em troca do meu silêncio...
Em meio à todas as informações que obtive hackeando você, observei que pelos sites adultos que você acessa, e imediatamente percebi, que poderia capturar imagens de você sem roupas ou masturbando-se, e após algum tempo consegui o material obsceno hahahahaha... constrangedor demais para mim, imagine para o público :)
Se tem dúvidas ainda, em alguns clicks posso fazer upload em qualquer site e enviar para os seus contatos, amigos e familiares.
Também não tenho qualquer problema em disponibilizá-los para o público. Acho que não quer que isso aconteça, levando em conta a especificidade dos vídeos que gosta de ver (sabe perfeitamente o que quero dizer).
As coisas ficaram desta forma: Você me paga <VALOR> (<VALOR>, em equivalente a bitcoin, de acordo com a taxa de câmbio no momento da transferência de fundos) e assim que a transferência for concluída, apagarei de imediatamente todo o material vinculado a você.
Depois disso, acabou. Esqueceremos um do outro, prometo desativar e remover todo o software nocivo dos seus aparelhos. Confie em mim, hoje isto é apenas o meu trabalho, eu cumpro a minha palavra.
É um negócio justo e o preço é bastante baixo, tendo em conta todo o tempo e trabalho que tive para capturar seus dados durante este perído. No caso de não saber como comprar e transferir bitcoins, procure no Google algo como ""Comprar Bitcoins"", irá aparecer corretoras como <CORRETORAS BITCOIN>, entre outras (caso ocorra limite de transações em seu cadastro, envie o resto do montante imediatamente no dia seguinte, para o mesmo endereço).
Este é o endereço da minha carteira bitcoin: <ID>
Agora, a partir do momento que você abriu este e-mail, tens um prazo de até <ID> horas (precisamente <ID> dias) para a conclusão do pagamento.

Coisas que não deve fazer:
* Não responda este e-mail (criei este e-mail dentro da sua Caixa de Entrada e gerei o endereço de retorno).
* Não acione a polícia, corretora, e nem conte para seus amigos, até tudo estar resolvido. Se eu descobrir que o fez (como pode ver, não é assim tão difícil, tendo em conta que controlo todos os seus sistemas) – o seu vídeo será imediamente enviado para as redes sociais, e para todos os seus contatos do whatsapp... e para fechar com chave de ouro, irá ser feito o upload para o xvideos e quem sabe você poderá virar uma estrela do TikTok, cadastros criados com seus dados originais, Nome, CPF, RG, Telefone, Email... espetacular não?!
* Não tente encontrar-me, é absolutamente inútil, todas as transações em criptomoedas são anônimas.
* Não tente reinstalar/formatar o Sistema Operacional dos seus dispositivos ou simplesmente ""destruí-los"". Inútil, uma vez que todos os vídeos já foram guardados em servidores remotos, em total segurança =P

Coisas que não precisa preocupar-se:
* Que não poderei identificar a sua transação. - Não se preocupe, vou detecta-la de imediato, assim que completar a transferência uma vez que eu acompanho continuamente todas as suas atividades (o Vírus tem uma função de controlo remoto, algo parecido com o TeamViewer).
Secundáriamente um bot (robô) sincronizado a Blockchain, me avisará que o pagamento foi concluído. por fim deixarei você em paz.

- Acredite em mim, não tenho qualquer razão para criar problemas na sua vida, se eu realmente quisesse isso, já o teria feito, não é nada pessoal... Você não foi minha única vítima.
Resume-se a dinheiro, pois perdi meu emprego a pouco tempo, mas tudo será feito de forma justa... único conselho, mude suas senhas perdiocamente, caso contrário essa será a primeira de muitas.

Adeus... ou até mais, você escolhe.",1
733,"


Olá,

Segue anexo da fatura solicitada.

É muito importante conferir a data ao efetuar o pagamento.
<ID>

Após o pagamento, basta esperar. Devido ao tempo de processamento de boletos, podemos levar até <ID> dias úteis para reconhecer o pagamento.",1
734,"


Olá,

Segue alteração do valor dos salários dos funcionários.

<ID>

Att. <REMETENTE>.",1
735,"


Parabéns! Você foi selecionado para se tornar um cliente Bradesco Prime!

       Nº de protocolo: <ID> 
       Nome do cliente: <NOME> 
       CPF do cliente: <ID> 
       Data de envio do convite: <DATA> 
       Validade do convite: <ID> dias

Caro(a) cliente <NOME>,

Devido ao seu ótimo relacionamento com o banco Bradesco, sua conta foi selecionada para fazer parte do seleto grupo de clientes do segmento Prime do banco Bradesco.

Esse segmento foi criado exclusivamente para clientes que, assim como você, possuem um grande potencial econômico. Tornando-se um cliente Prime, você terá acesso a diversos benefícios, como crédito com taxas especiais, cartão sem limite de crédito, atendimento em agências exclusivas e gerente <ID> horas por dia via WhatsApp.

Conheça alguns dos benefícios para clientes Prime:

1. Acesso a agências exclusivas Bradesco Prime, sem filas e com vários mimos que você merece. 
2. Acesso a cartões de crédito (<ID> e <ID>) com <ID> de isenção de anuidades 
3. Programa de pontos Livelo com recompensa de <ID>  ponto por cada real gasto. 
4. Gerente Prime disponível <ID> horas por Whatsapp. 
5. Acesso a créditos imobiliário e veicular com taxa de <ID> ao ano e carência de <ID> dias para começar a pagar. 
6. Cheque especial com <ID> dias sem juros.

Esses e outros benefícios estão disponíveis imediatamente para você. Clique no botão abaixo e se torne um cliente Bradesco Prime.
CLIQUE AQUI PARA SE TORNAR UM CLIENTE PRIME",1
736,"


PROCURANDO SUA AJUDA
sincero e honesto como você, que possa me ajudar neste momento de
necessidade, durante a crise civil e política em nosso país, meus pais
e minhas <ID> irmãs foram envenenados pela crueldade. Felizmente para
mim, eu estava na escola quando essa tragédia aconteceu com minha
família. Por falar nisso. No momento, ainda estou aqui no país, mas
muito inseguro para mim. Estou vivendo com muito medo e escravidão.
Pretendo deixar este país o mais rápido possível, mas apenas uma coisa
me atrapalhou. Meu falecido pai depositou uma quantia em dinheiro de
<VALOR> de <ID> em uma das principais instituições da <ID> para
transferir
Infelizmente, porém, ele não concluiu a transação até morrer
repentinamente. <ID> pela ajuda e assistência, porque acho estúpido
tentar confiar em um total desconhecido que nunca conheci antes. Estou
instintivamente convencido de que você é uma pessoa honesta e tem a
capacidade de lidar com essa transação comigo. Quando estiver pronto,
vou encontrá-lo e passar o resto da minha vida em seu país. Estou com
medo aqui porque os inimigos dos meus pais, tios e parentes ruins
estão atrás de mim. Por favor, deixe-me saber o que você acha da minha
proposta para você.
<REMETENTE>",1
737,"


  Programa de Pontos

 

    Informamos que você possui <PONTOS> pontos BRADESCO acumulados à vencer.

    O prazo para resgatá-los termina em <DATA>
    Resgate ainda hoje e troque por produtos ou milhas aéreas.

    Atenção: Caso não realize o procedimento dentro do prazo informado acima, não será possível efetivar o resgate.

                                                      QUERO RESGATAR.

 
 
Lembre-se: não perca seus pontos , faça o resgate hoje mesmo!

Obs: e-mail enviado para <E-MAIL>.
 
 Autenticação: <ID>",1
738,"


Prezado Sr. / Sra.
Meu nome é <NOME>, servindo no exército
unidade de engenharia em <ID>, <PAÍS>.
Tenho uma proposta de negócios para você no valor de
<VALOR>.
Fale comigo Se você estiver interessado em mais detalhes, obrigado",1
